PAC4GC_38658443	EB27023.1	mrna-11262	g6656.t1	mrna-7713	mrna-754
PAC4GC_38570057	EB33881.1	mrna-5147	g45557.t1	mrna-16398	mrna-4122
PAC4GC_38570459	EB33703.2	mrna-771	g46847.t1	mrna-11659	mrna-3969
PAC4GC_38569319	EB34063.1	mrna-758	g46816.t1	mrna-11675	mrna-3979
PAC4GC_38569939	EB33589.1	mrna-722	g46822.t1	mrna-11674	mrna-3978
PAC4GC_38571359	EB33877.1	mrna-723	g46828.t1	mrna-1262	mrna-3976
PAC4GC_38571128	EB33554.1	mrna-802	g47060.t1	mrna-8748	mrna-4057
PAC4GC_38569245	EB33472.4	mrna-2783	g47154.t1	mrna-10792	mrna-4053
PAC4GC_38570561	EB33336.2	mrna-713	g46991.t1	mrna-11656	mrna-3963
PAC4GC_38570438	EB33339.1	mrna-5134	g45902.t1	mrna-16257	mrna-3891
PAC4GC_38569627	EB33902.1	mrna-838	g45874.t1	mrna-16256	mrna-3892
PAC4GC_38571117	EB33643.1	mrna-760	g46813.t1	mrna-11677	mrna-3981
PAC4GC_38570640	EB33283.1	mrna-759	g46815.t1	mrna-11676	mrna-3980
PAC4GC_38664703	EB06272.1	mrna-12765	g53558.t1	mrna-5903	mrna-3620
PAC4GC_38661972	EB06212.1	mrna-12766	g53561.t1	transcript-14508	mrna-3621
PAC4GC_38664440	EB06505.1	mrna-12767	g53565.t1	mrna-5904	mrna-3622
PAC4GC_38661896	EB06392.1	mrna-12769	g53569.t1	mrna-5906	mrna-3624
PAC4GC_38664845	EB06557.1	mrna-12770	g53570.t1	mrna-5907	mrna-3625
PAC4GC_38664394	EB06299.1	mrna-12833	g53087.t1	mrna-5865	mrna-3696
PAC4GC_38662625	EB05870.1	mrna-11016	g51777.t1	mrna-3146	mrna-3884
PAC4GC_38661905	EB06268.1	mrna-12763	g51765.t2	mrna-3145	mrna-3662
PAC4GC_38662273	EB06257.1	mrna-12648	g53753.t1	mrna-2345	mrna-3733
PAC4GC_38664029	EB06009.1	mrna-11047	g51933.t1	mrna-3070	mrna-3743
PAC4GC_38662206	EB06159.1	mrna-11034	g51934.t1	mrna-3069	mrna-3745
PAC4GC_38662541	EB05741.1	mrna-11035	g51965.t1	mrna-3068	mrna-3746
PAC4GC_38663397	EB06440.1	mrna-11036	g51968.t1	mrna-13594	mrna-3747
PAC4GC_38662715	EB05858.1	mrna-11049	g51974.t1	mrna-13593	mrna-3749
PAC4GC_38662307	EB06701.1	mrna-11051	g51979.t1	mrna-13592	mrna-3751
PAC4GC_38663133	EB06453.1	mrna-11052	g51980.t1	mrna-13591	mrna-3752
PAC4GC_38661976	EB06245.1	mrna-11054	g52003.t1	mrna-13590	mrna-3754
PAC4GC_38662190	EB05865.1	mrna-11111	g52128.t1	mrna-8983	mrna-3777
PAC4GC_38662795	EB06110.1	mrna-11112	g120521.t1	mrna-8982	mrna-3778
PAC4GC_38661935	EB06568.1	mrna-11114	g52161.t1	mrna-8979	mrna-3780
PAC4GC_38664101	EB06294.1	mrna-11116	g52188.t1	transcript-21575	mrna-3782
PAC4GC_38662234	EB06524.1	mrna-11117	g52194.t1	mrna-8977	mrna-3783
PAC4GC_38664565	EB06336.2	mrna-11118	g52207.t1	mrna-8976	mrna-3784
PAC4GC_38662717	EB05761.1	mrna-11119	g52208.t1	mrna-8975	mrna-3785
PAC4GC_38663942	EB06397.1	mrna-11120	g52211.t1	mrna-8974	mrna-3786
PAC4GC_38664832	EB06521.2	mrna-11122	g52215.t1	mrna-8972	mrna-3789
PAC4GC_38663968	EB05948.1	mrna-11123	g52216.t1	mrna-8971	mrna-3790
PAC4GC_38663051	EB06651.1	mrna-11085	g119153.t1	mrna-8965	mrna-3794
PAC4GC_38664202	EB06118.1	mrna-11084	g52239.t1	mrna-8964	mrna-3795
PAC4GC_38665013	EB06595.1	mrna-11083	g52241.t1	mrna-8963	mrna-3796
PAC4GC_38662137	EB06105.1	mrna-11082	g52242.t1	mrna-8962	mrna-3800
PAC4GC_38663719	EB05798.1	mrna-11079	g52247.t1	mrna-8958	mrna-3802
PAC4GC_38664588	EB06586.1	mrna-11078	g52248.t1	mrna-8957	mrna-3803
PAC4GC_38662204	EB05821.1	mrna-11077	g52249.t1	mrna-8956	mrna-3804
PAC4GC_38663936	EB05933.1	mrna-11076	g52250.t1	mrna-8955	mrna-3805
PAC4GC_38662100	EB06618.3	mrna-11075	g52256.t2	mrna-8954	mrna-3806
PAC4GC_38664305	EB05775.1	mrna-11038	g51919.t1	mrna-3075	mrna-3739
PAC4GC_38662037	EB05956.1	transcript-5272	g51872.t1	mrna-3079	mrna-3716
PAC4GC_38662377	EB05724.1	mrna-11032	g51465.t1	mrna-3084	mrna-3651
PAC4GC_38662885	EB06158.4	mrna-12712	g51464.t1	mrna-3085	mrna-3650
PAC4GC_38663166	EB06663.1	mrna-12713	g51460.t1	mrna-3086	mrna-3649
PAC4GC_38664225	EB06130.1	mrna-12716	g51450.t1	mrna-3089	mrna-3646
PAC4GC_38664667	EB05825.1	mrna-12719	g51439.t1	mrna-3091	mrna-3642
PAC4GC_38662254	EB06319.1	mrna-12721	g51428.t1	mrna-3095	mrna-3639
PAC4GC_38664295	EB06281.1	mrna-12722	g51502.t1	mrna-3100	mrna-3654
PAC4GC_38664695	EB06194.1	mrna-12655	g53351.t1	mrna-5893	mrna-3616
PAC4GC_38662714	EB06652.1	mrna-12654	g53344.t1	mrna-5892	mrna-3615
PAC4GC_38661836	EB06410.1	mrna-12652	g53303.t1	mrna-5891	mrna-3674
PAC4GC_38662784	EB06138.2	mrna-12649	g53295.t1	mrna-5889	mrna-3676
PAC4GC_38664790	EB06670.1	mrna-12762	g51764.t1	mrna-3144	mrna-3868
PAC4GC_38662929	EB06462.1	mrna-12761	g51759.t1	mrna-3143	mrna-3867
PAC4GC_38664128	EB06358.1	mrna-12760	g51752.t1	mrna-3141	mrna-3866
PAC4GC_38663560	EB06098.1	mrna-12759	g51750.t1	mrna-3140	mrna-3865
PAC4GC_38664602	EB06301.1	mrna-12758	g51749.t1	mrna-3139	mrna-3864
PAC4GC_38662545	EB06271.1	mrna-12756	g51742.t1	mrna-3137	mrna-3862
PAC4GC_38663207	EB06433.1	mrna-12755	g51741.t1	mrna-3136	mrna-3861
PAC4GC_38664575	EB05801.1	mrna-12754	g51740.t1	mrna-3135	mrna-3860
PAC4GC_38662710	EB05905.3	mrna-12753	g51739.t1	mrna-3134	mrna-3859
PAC4GC_38663573	EB05967.1	mrna-12752	g51733.t1	mrna-3133	mrna-3858
PAC4GC_38663742	EB06305.3	mrna-12751	g51732.t1	mrna-3132	mrna-3669
PAC4GC_38663272	EB06573.1	mrna-12748	g51728.t1	transcript-7931	mrna-3667
PAC4GC_38664112	EB05814.1	mrna-12746	g51726.t1	mrna-3125	mrna-3665
PAC4GC_38664390	EB06659.3	mrna-12745	g51725.t1	mrna-3124	mrna-3664
PAC4GC_38663614	EB06293.1	mrna-12743	g51719.t2	mrna-3122	mrna-3869
PAC4GC_38663246	EB05979.1	mrna-12741	g51715.t1	mrna-3121	mrna-3870
PAC4GC_38662679	EB06244.1	mrna-12742	g51713.t1	mrna-3120	mrna-3871
PAC4GC_38664455	EB06576.1	mrna-12775	g53631.t1	mrna-9734	mrna-3630
PAC4GC_38663025	EB06577.1	mrna-12776	g53635.t1	mrna-9733	mrna-3631
PAC4GC_38664851	EB06384.2	mrna-11031	g53671.t1	mrna-9731	mrna-3632
PAC4GC_38664538	EB06171.3	mrna-12638	g53729.t1	mrna-9730	mrna-3673
PAC4GC_38663804	EB06208.1	mrna-12639	g53730.t1	mrna-9729	mrna-3672
PAC4GC_38663979	EB06629.1	mrna-12711	g53993.t1	mrna-17361	mrna-14296
PAC4GC_38662933	EB06429.1	mrna-12710	g53995.t1	mrna-17363	mrna-3720
PAC4GC_38664372	EB06341.1	mrna-12708	g54007.t1	mrna-17364	mrna-3721
PAC4GC_38664170	EB06369.1	mrna-12707	g54044.t1	mrna-9713	mrna-3722
PAC4GC_38664259	EB06352.1	mrna-12641	g54226.t1	mrna-9726	mrna-3737
PAC4GC_38662744	EB05917.2	mrna-12640	g53731.t1	mrna-9728	mrna-3671
PAC4GC_38661996	EB06624.1	mrna-11030	g53987.t1	mrna-17358	mrna-3728
PAC4GC_38662669	EB06243.1	mrna-12846	g53261.t1	mrna-5886	mrna-3680
PAC4GC_38663611	EB06169.1	mrna-12848	g53250.t1	mrna-5884	mrna-3678
PAC4GC_38662803	EB06014.1	mrna-12850	g53237.t1	mrna-5881	mrna-3683
PAC4GC_38663458	EB05818.1	mrna-12843	g53234.t1	mrna-5879	mrna-3685
PAC4GC_38662012	EB05888.1	mrna-12842	g53232.t1	mrna-5878	mrna-3686
PAC4GC_38663362	EB05719.1	transcript-6250	g53229.t1	transcript-14419	mrna-3687
PAC4GC_38665146	EB05938.1	mrna-12838	g53203.t1	mrna-5869	mrna-3692
PAC4GC_38662972	EB06426.1	mrna-12836	g53112.t1	mrna-5867	mrna-3694
PAC4GC_38663481	EB06151.1	transcript-6247	g53110.t1	transcript-14385	transcript-2443
PAC4GC_38664819	EB05976.1	mrna-11013	g51791.t1	mrna-3148	mrna-3887
PAC4GC_38662335	EB06479.1	mrna-11025	g52287.t2	mrna-8952	mrna-3811
PAC4GC_38664973	EB06399.2	mrna-11027	g52320.t1	mrna-8950	mrna-3813
PAC4GC_38663125	EB05812.1	mrna-11028	g52321.t1	mrna-8949	mrna-3814
PAC4GC_38661835	EB06004.1	mrna-12777	g52440.t1	mrna-8946	mrna-3816
PAC4GC_38662983	EB05837.1	mrna-12778	g52470.t1	mrna-8945	mrna-3817
PAC4GC_38662493	EB06183.1	mrna-12782	g52471.t1	mrna-8944	mrna-3818
PAC4GC_38664059	EB05725.1	mrna-12781	g52472.t1	mrna-8943	mrna-3819
PAC4GC_38661892	EB06074.1	transcript-6216	g52493.t1	transcript-21531	transcript-2550
PAC4GC_38662866	EB06081.2	mrna-12816	g52589.t1	mrna-8906	mrna-3855
PAC4GC_38662997	EB06007.1	mrna-12815	g52599.t1	mrna-8905	mrna-3854
PAC4GC_38664622	EB05924.1	mrna-12812	g52644.t1	mrna-8910	mrna-3851
PAC4GC_38662806	EB05998.4	mrna-12810	g52648.t1	mrna-8912	mrna-3849
PAC4GC_38664219	EB06389.1	mrna-12808	g52661.t1	mrna-8914	mrna-3848
PAC4GC_38664480	EB06696.1	mrna-12807	g52662.t1	mrna-8915	mrna-3847
PAC4GC_38664492	EB06545.2	mrna-12806	g52682.t1	mrna-8917	mrna-3844
PAC4GC_38662347	EB06494.1	mrna-12805	g52690.t1	mrna-8918	mrna-3843
PAC4GC_38662321	EB06216.2	mrna-12803	g52712.t1	mrna-8920	mrna-3841
PAC4GC_38663545	EB06504.1	mrna-12798	g52732.t1	mrna-8923	mrna-3838
PAC4GC_38665141	EB06394.1	mrna-12797	g52734.t1	mrna-8924	mrna-3837
PAC4GC_38662469	EB06495.1	mrna-12795	g52745.t1	mrna-8925	mrna-3836
PAC4GC_38664320	EB06012.1	mrna-12794	g120444.t1	mrna-8926	mrna-3835
PAC4GC_38664167	EB06359.2	mrna-12793	g52747.t1	mrna-8927	mrna-3834
PAC4GC_38664683	EB06678.1	mrna-12791	g52558.t1	mrna-8930	mrna-3830
PAC4GC_38665129	EB06288.1	mrna-12788	g52536.t1	mrna-8934	mrna-3828
PAC4GC_38661955	EB06373.1	transcript-6224	g52529.t1	transcript-21523	mrna-3827
PAC4GC_38663101	EB05733.1	mrna-12786	g52511.t1	mrna-8935	mrna-3825
PAC4GC_38663986	EB06031.1	mrna-12785	g52508.t1	mrna-8936	mrna-3824
PAC4GC_38662169	EB05715.1	mrna-12784	g52501.t1	mrna-8938	mrna-3823
PAC4GC_38664462	EB06032.1	mrna-12825	g53029.t1	mrna-5857	mrna-3703
PAC4GC_38663772	EB05857.2	mrna-12826	g53043.t1	mrna-5858	mrna-3702
PAC4GC_38663075	EB05901.1	mrna-12827	g53063.t1	mrna-5859	mrna-3701
PAC4GC_38662557	EB06190.1	mrna-12828	g53064.t1	mrna-5860	mrna-3700
PAC4GC_38664445	EB06450.1	mrna-12739	g51711.t1	mrna-3118	mrna-3873
PAC4GC_38663988	EB06185.1	mrna-12740	g51712.t1	mrna-3119	mrna-3872
PAC4GC_38664788	EB05779.1	mrna-12829	g53065.t1	mrna-5861	mrna-3699
PAC4GC_38663686	EB05799.1	mrna-12731	g51668.t2	mrna-3109	mrna-3879
PAC4GC_38662340	EB06161.1	mrna-12729	g51666.t1	mrna-3108	mrna-3880
PAC4GC_38662651	EB06255.1	mrna-12727	g51653.t1	mrna-3106	mrna-3660
PAC4GC_38661982	EB06390.2	mrna-12723	g51507.t1	mrna-3102	mrna-3655
PAC4GC_38663284	EB06512.1	mrna-12724	g51508.t1	mrna-3103	mrna-3656
PAC4GC_38664874	EB05750.1	mrna-12725	g51510.t1	mrna-3104	mrna-3657
PAC4GC_38599637	EB18595.1	mrna-2022	g51111.t1	mrna-7139	mrna-5639
PAC4GC_38599325	EB18599.1	mrna-2021	g51060.t1	mrna-7138	mrna-5638
PAC4GC_38600634	EB18345.1	transcript-921	g51077.t1	transcript-17076	transcript-3514
PAC4GC_38599065	EB18222.1	mrna-2018	g51250.t1	mrna-7133	mrna-5549
PAC4GC_38599026	EB18850.1	mrna-2052	g51264.t1	mrna-7126	mrna-5545
PAC4GC_38599995	EB18715.1	mrna-2203	g51270.t1	mrna-7124	mrna-5543
PAC4GC_38599867	EB18211.1	mrna-2075	g51272.t1	mrna-7122	mrna-5541
PAC4GC_38599869	EB18669.1	mrna-2107	g119586.t1	mrna-6826	mrna-5563
PAC4GC_38599194	EB18517.1	mrna-2108	g48638.t1	mrna-6825	mrna-5564
PAC4GC_38601340	EB18249.1	mrna-2109	g48637.t1	mrna-6824	mrna-5565
PAC4GC_38598461	EB18915.1	mrna-2060	g49026.t1	mrna-10690	mrna-5445
PAC4GC_38599548	EB18366.1	mrna-2059	g50389.t1	transcript-25039	mrna-5446
PAC4GC_38600784	EB19125.1	mrna-2106	g49418.t1	mrna-6827	mrna-5562
PAC4GC_38599717	EB18399.1	mrna-2105	g49408.t1	mrna-6828	mrna-5571
PAC4GC_38601091	EB18994.1	mrna-2103	g49400.t1	mrna-6829	mrna-5572
PAC4GC_38598387	EB18448.1	mrna-2102	g120628.t1	mrna-6830	mrna-5573
PAC4GC_38601305	EB18065.1	mrna-2081	g49218.t1	mrna-7541	mrna-5580
PAC4GC_38599917	EB18980.2	mrna-2209	g49140.t1	mrna-7529	mrna-5713
PAC4GC_38600214	EB18512.1	mrna-2201	g49130.t1	mrna-7523	mrna-5552
PAC4GC_38598905	EB18166.1	mrna-2200	g49123.t1	mrna-7522	mrna-5553
PAC4GC_38600008	EB18761.1	mrna-2197	g49092.t1	mrna-7520	mrna-5555
PAC4GC_38600328	EB18266.1	mrna-1162	g49031.t1	mrna-7517	mrna-5720
PAC4GC_38598833	EB18815.1	mrna-1161	g49030.t1	mrna-7516	mrna-5721
PAC4GC_38600085	EB18880.1	mrna-1153	g49455.t1	mrna-7514	mrna-5697
PAC4GC_38600084	EB18754.1	mrna-2244	g49520.t1	mrna-14083	mrna-5614
PAC4GC_38601117	EB18248.1	mrna-2245	g49532.t1	mrna-14082	mrna-5615
PAC4GC_38600612	EB18561.1	mrna-2246	g49535.t1	mrna-14081	mrna-5617
PAC4GC_38599409	EB18811.1	mrna-1338	g50359.t1	mrna-9445	mrna-5700
PAC4GC_38599758	EB18683.1	mrna-1034	g50200.t1	mrna-14922	mrna-5612
PAC4GC_38599058	EB18713.5	mrna-2111	g51057.t1	mrna-7140	mrna-5640
PAC4GC_38600837	EB19024.1	mrna-2110	g48629.t2	mrna-6823	mrna-5566
PAC4GC_38598542	EB18795.1	mrna-2100	g50545.t1	mrna-10679	mrna-5457
PAC4GC_38598641	EB18206.1	mrna-2078	g50546.t1	mrna-10677	mrna-5459
PAC4GC_38599949	EB18735.1	mrna-2227	g50577.t1	mrna-10675	mrna-5461
PAC4GC_38601147	EB18581.1	mrna-2226	g50586.t1	mrna-16271	mrna-5462
PAC4GC_38598776	EB18622.1	mrna-2225	g50587.t1	mrna-16270	mrna-5463
PAC4GC_38600486	EB19064.1	mrna-2224	g50588.t1	mrna-16269	mrna-5464
PAC4GC_38598685	EB18161.1	mrna-2221	g50636.t1	mrna-12631	mrna-5467
PAC4GC_38601296	EB18298.1	mrna-1982	g50638.t1	mrna-12630	mrna-5468
PAC4GC_38599531	EB18861.1	mrna-1985	g50699.t1	mrna-11468	mrna-5686
PAC4GC_38599811	EB18105.2	mrna-1986	g50701.t1	mrna-11470	mrna-5685
PAC4GC_38600142	EB18854.1	mrna-1987	g50719.t1	mrna-11473	mrna-5683
PAC4GC_38600862	EB18213.1	mrna-1989	g50740.t1	mrna-11475	mrna-5679
PAC4GC_38599771	EB18504.1	mrna-1990	g50745.t1	mrna-11476	mrna-5678
PAC4GC_38599922	EB18781.1	mrna-1991	g50749.t1	mrna-11477	mrna-5677
PAC4GC_38599084	EB18160.1	mrna-1993	g50752.t1	mrna-11478	mrna-5676
PAC4GC_38599838	EB18664.1	mrna-1992	g50753.t1	mrna-11479	mrna-5675
PAC4GC_38600497	EB18140.2	mrna-1994	g50754.t1	mrna-11480	mrna-5674
PAC4GC_38599435	EB18434.3	mrna-1995	g50758.t1	mrna-11481	mrna-5673
PAC4GC_38601218	EB18068.1	mrna-1997	g50763.t1	mrna-11484	mrna-5671
PAC4GC_38598455	EB18758.1	mrna-1998	g50768.t1	mrna-11485	mrna-5670
PAC4GC_38598465	EB19001.1	mrna-2000	g50772.t1	mrna-11487	mrna-5668
PAC4GC_38599011	EB18690.1	mrna-2002	g50786.t1	mrna-11491	mrna-5666
PAC4GC_38601028	EB18840.1	mrna-2003	g50789.t1	mrna-11492	mrna-5665
PAC4GC_38598719	EB18904.1	mrna-2004	g50795.t1	mrna-11493	mrna-5664
PAC4GC_38599618	EB18377.3	mrna-2005	g50796.t1	mrna-11494	mrna-5663
PAC4GC_38598365	EB18082.1	mrna-2006	g50797.t1	mrna-11495	mrna-5662
PAC4GC_38600650	EB18452.1	mrna-2009	g50832.t1	mrna-11498	mrna-5660
PAC4GC_38599570	EB18177.1	mrna-2010	g50834.t1	mrna-11499	mrna-5659
PAC4GC_38599526	EB18772.1	mrna-2011	g50864.t1	mrna-11501	mrna-5658
PAC4GC_38600112	EB18137.1	mrna-2069	g50913.t1	mrna-11510	mrna-5647
PAC4GC_38600243	EB18569.1	mrna-2048	g50915.t1	mrna-11511	mrna-5646
PAC4GC_38599908	EB18616.1	mrna-2248	g49546.t1	mrna-14079	mrna-5619
PAC4GC_38599407	EB18334.1	mrna-2249	g49547.t1	mrna-14078	mrna-5620
PAC4GC_38598593	EB18412.2	mrna-2219	g49642.t1	mrna-6925	mrna-5630
PAC4GC_38600488	EB18391.1	mrna-2218	g49648.t1	mrna-6926	mrna-5631
PAC4GC_38598802	EB19082.1	mrna-2216	g49659.t1	mrna-6928	mrna-5632
PAC4GC_38600711	EB18099.1	mrna-2215	g48639.t1	mrna-9909	mrna-5633
PAC4GC_38598855	EB18906.1	mrna-1340	g48612.t1	mrna-6822	mrna-5567
PAC4GC_38599808	EB19003.1	mrna-1339	g48611.t1	mrna-6821	mrna-5568
PAC4GC_38599060	EB18319.1	mrna-2055	g48600.t1	mrna-6818	mrna-5561
PAC4GC_38598806	EB18384.1	mrna-1288	g49739.t2	mrna-6813	mrna-5475
PAC4GC_38601064	EB18724.1	mrna-1285	g49717.t1	mrna-6809	mrna-5472
PAC4GC_38599051	EB18780.1	mrna-1283	g49684.t1	mrna-6806	mrna-5519
PAC4GC_38599125	EB19080.1	mrna-2242	g49786.t1	mrna-6797	mrna-5520
PAC4GC_38600918	EB18708.1	mrna-2243	g49787.t1	mrna-6798	mrna-5521
PAC4GC_38601271	EB18096.1	mrna-2013	g48552.t1	mrna-6803	mrna-5524
PAC4GC_38600605	EB18836.1	mrna-2014	g48550.t1	mrna-6804	mrna-5525
PAC4GC_38600958	EB19142.1	mrna-1033	g50201.t1	mrna-14921	mrna-5551
PAC4GC_38600014	EB18109.1	mrna-2204	g51029.t1	mrna-7144	mrna-5642
PAC4GC_38600285	EB18387.3	mrna-1242	g49830.t1	transcript-17857	mrna-5518
PAC4GC_38599972	EB18398.1	mrna-1246	g49882.t2	mrna-7378	mrna-5513
PAC4GC_38600263	EB18936.1	mrna-1157	g49951.t1	mrna-7380	mrna-5512
PAC4GC_38599184	EB18964.1	mrna-1295	g50048.t1	mrna-7385	mrna-5593
PAC4GC_38600365	EB18045.1	mrna-1294	g50056.t1	mrna-7386	mrna-5594
PAC4GC_38598530	EB18960.1	mrna-1293	g50067.t1	mrna-7387	mrna-5595
PAC4GC_38598642	EB19153.1	mrna-1291	g50074.t1	mrna-7388	mrna-5596
PAC4GC_38600989	EB18474.1	mrna-1290	g50085.t1	mrna-7389	mrna-5598
PAC4GC_38598632	EB18833.1	mrna-1289	g50086.t1	mrna-7390	mrna-5597
PAC4GC_38598765	EB18111.2	mrna-1315	g50116.t1	mrna-7392	mrna-5600
PAC4GC_38600584	EB18407.1	mrna-1314	g50114.t1	mrna-7393	mrna-5601
PAC4GC_38599951	EB18342.1	mrna-1311	g50120.t1	mrna-7398	mrna-5603
PAC4GC_38600437	EB18806.2	mrna-1306	g50187.t1	mrna-14928	mrna-5608
PAC4GC_38600961	EB18532.1	mrna-1305	g50188.t1	mrna-14927	mrna-5609
PAC4GC_38600276	EB18778.1	mrna-1304	g50195.t1	mrna-14926	mrna-5610
PAC4GC_38599283	EB18857.1	mrna-1303	g50197.t1	mrna-14925	mrna-5611
PAC4GC_38601333	EB18691.1	mrna-1333	g50334.t1	mrna-9440	mrna-5584
PAC4GC_38599354	EB18127.1	mrna-2087	g51340.t1	mrna-15999	mrna-5535
PAC4GC_38598628	EB18716.1	mrna-2089	g51330.t1	mrna-15998	mrna-5536
PAC4GC_38600974	EB18353.1	mrna-2090	g51329.t1	mrna-15997	mrna-5537
PAC4GC_38600554	EB18484.1	mrna-2076	g51282.t1	mrna-7121	mrna-5540
PAC4GC_38600606	EB18615.1	mrna-2017	g50390.t1	mrna-10689	mrna-5447
PAC4GC_38601179	EB18221.1	mrna-2016	g50393.t1	mrna-10688	mrna-5448
PAC4GC_38599139	EB18792.1	mrna-2092	g50395.t1	mrna-10687	mrna-5449
PAC4GC_38601032	EB18304.1	mrna-2094	g50398.t1	mrna-10685	mrna-5450
PAC4GC_38598392	EB19169.1	mrna-2096	g50404.t1	mrna-10683	mrna-5453
PAC4GC_38600815	EB18984.1	mrna-2098	g50450.t1	mrna-10681	mrna-5455
PAC4GC_38599846	EB18678.2	mrna-2099	g50544.t1	mrna-10680	mrna-5456
PAC4GC_38600997	EB18921.1	mrna-2068	g48812.t1	mrna-6635	mrna-5511
PAC4GC_38599150	EB18075.1	mrna-2047	g48811.t1	mrna-6634	mrna-5510
PAC4GC_38599382	EB19053.1	mrna-2046	g48810.t1	mrna-6633	mrna-5509
PAC4GC_38600804	EB18962.1	mrna-2045	g48785.t1	mrna-6632	mrna-5508
PAC4GC_38598378	EB26972.1	mrna-2044	g48749.t1	mrna-9931	mrna-5506
PAC4GC_38598973	EB19161.1	mrna-2041	g48738.t1	mrna-9926	mrna-5499
PAC4GC_38600903	EB18897.1	mrna-2040	g48737.t1	mrna-9925	mrna-5498
PAC4GC_38598913	EB19118.1	mrna-2038	g48722.t1	transcript-23372	mrna-5496
PAC4GC_38599518	EB18953.3	mrna-2036	g48701.t1	mrna-9922	mrna-5495
PAC4GC_38598832	EB18704.1	mrna-2034	g48690.t1	mrna-9920	mrna-5493
PAC4GC_38598510	EB19035.1	mrna-2033	g48685.t1	mrna-9919	mrna-5492
PAC4GC_38599332	EB19073.1	mrna-2025	g48660.t1	mrna-9912	mrna-5635
PAC4GC_38598778	EB18344.1	mrna-2024	g48659.t1	mrna-9911	mrna-5636
PAC4GC_38601049	EB18782.2	mrna-2023	g48654.t1	mrna-9910	mrna-5634
PAC4GC_38561362	EB41462.1	mrna-6384	g20064.t1	mrna-1495	mrna-4993
PAC4GC_38562341	EB42773.1	mrna-6718	g20069.t1	mrna-1496	mrna-4992
PAC4GC_38563054	EB42433.1	mrna-6717	g20179.t1	mrna-1497	mrna-4990
PAC4GC_38564479	EB42343.1	mrna-6716	g20181.t1	mrna-1498	mrna-4989
PAC4GC_38565382	EB42816.1	mrna-3691	g20022.t1	mrna-1466	mrna-5020
PAC4GC_38562892	EB41774.1	mrna-3693	g20005.t1	mrna-1464	mrna-5022
PAC4GC_38564443	EB42676.1	mrna-6409	g20785.t1	mrna-15619	mrna-4739
PAC4GC_38562928	EB42695.1	mrna-6406	g20766.t1	mrna-15018	mrna-4735
PAC4GC_38564045	EB42802.1	mrna-6404	g20762.t1	mrna-15019	mrna-4734
PAC4GC_38562774	EB42225.1	mrna-6402	g20747.t1	mrna-15020	mrna-4733
PAC4GC_38560905	EB42253.2	mrna-6401	g9393.t1	mrna-15021	mrna-4732
PAC4GC_38564892	EB41953.1	mrna-6399	g20700.t1	mrna-15024	mrna-4729
PAC4GC_38565256	EB42522.1	mrna-6391	g20683.t1	mrna-15030	mrna-4723
PAC4GC_38565402	EB42493.1	mrna-6390	g20654.t1	mrna-15031	mrna-4722
PAC4GC_38564924	EB42050.1	mrna-6388	g20648.t1	mrna-15033	mrna-4720
PAC4GC_38561315	EB41742.1	mrna-6702	g20200.t1	mrna-1514	mrna-4974
PAC4GC_38562733	EB41490.1	mrna-6700	g20210.t1	mrna-1515	mrna-4971
PAC4GC_38565462	EB42840.1	mrna-6699	g20218.t1	mrna-1516	mrna-4972
PAC4GC_38563374	EB41679.1	mrna-6606	g20533.t1	mrna-14849	mrna-4740
PAC4GC_38561093	EB41726.1	mrna-6604	g20537.t1	mrna-14847	mrna-4741
PAC4GC_38562719	EB41448.1	mrna-6596	g20545.t1	mrna-14842	mrna-4745
PAC4GC_38564415	EB42406.1	mrna-6597	g20546.t1	mrna-14841	mrna-4747
PAC4GC_38565711	EB41997.1	mrna-6598	g20552.t1	mrna-14840	mrna-4748
PAC4GC_38564304	EB42755.1	mrna-3893	g21259.t1	mrna-11543	mrna-5050
PAC4GC_38563611	EB41711.1	mrna-3894	g21257.t1	mrna-11541	mrna-5048
PAC4GC_38563608	EB42188.1	mrna-6557	g20937.t1	mrna-3516	mrna-5420
PAC4GC_38564719	EB42671.1	mrna-6535	g22073.t1	mrna-1317	mrna-5200
PAC4GC_38564821	EB42205.1	mrna-6534	g22158.t1	mrna-1318	mrna-5201
PAC4GC_38563111	EB42352.3	mrna-6533	g22160.t1	mrna-1319	mrna-5202
PAC4GC_38561941	EB42641.1	mrna-6531	g22162.t1	mrna-1320	mrna-5204
PAC4GC_38562346	EB41457.1	mrna-6758	g22022.t1	mrna-1299	mrna-5222
PAC4GC_38563868	EB41473.1	mrna-6749	g22151.t1	mrna-1303	mrna-5224
PAC4GC_38563085	EB42822.1	mrna-6748	g22149.t1	mrna-1304	mrna-5225
PAC4GC_38561953	EB42557.1	mrna-6747	g22145.t1	mrna-1305	mrna-5226
PAC4GC_38562311	EB41801.1	mrna-6744	g22136.t1	mrna-1308	mrna-5228
PAC4GC_38561300	EB42102.1	mrna-6743	g22132.t1	mrna-1311	transcript-3342
PAC4GC_38565359	EB42018.1	mrna-6761	g22012.t1	mrna-1291	mrna-5215
PAC4GC_38562093	EB42781.1	mrna-6760	g22016.t1	mrna-1292	mrna-5216
PAC4GC_38561553	EB42164.1	mrna-6765	g22002.t1	mrna-1287	mrna-5211
PAC4GC_38563047	EB42334.1	mrna-6764	g51020.t1	mrna-1288	mrna-5212
